evidence_id	request_id	round	term_id	campus	raw_relative_path	body_sha256	observed_at_utc	observation_strength	claims_supported	limitations
OPEN-E011	OPEN-R1-011	1	92026	MC	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-011_92026_MC_openSections.json	4C1673CF5A06EE2DAB7ACA3160BBEAF247B0810B277C0116ACA6CA56F7FC715A	2026-07-13T03:03:12.469120Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E012	OPEN-R1-012	1	92026	L	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-012_92026_L_openSections.json	4C1673CF5A06EE2DAB7ACA3160BBEAF247B0810B277C0116ACA6CA56F7FC715A	2026-07-13T03:03:17.285640Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E013	OPEN-R1-013	1	92026	AC	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-013_92026_AC_openSections.json	4C1673CF5A06EE2DAB7ACA3160BBEAF247B0810B277C0116ACA6CA56F7FC715A	2026-07-13T03:03:22.535912Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E014	OPEN-R1-014	1	92026	J	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-014_92026_J_openSections.json	4C1673CF5A06EE2DAB7ACA3160BBEAF247B0810B277C0116ACA6CA56F7FC715A	2026-07-13T03:03:27.332943Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E015	OPEN-R1-015	1	72026	NB	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-015_72026_NB_openSections.json	1814D0B9FD81FA7E72E4A4DE2E1EFE7702CC418DF30D18138D050087CF5A1608	2026-07-13T03:03:32.442174Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E016	OPEN-R1-016	1	72026	NK	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-016_72026_NK_openSections.json	1814D0B9FD81FA7E72E4A4DE2E1EFE7702CC418DF30D18138D050087CF5A1608	2026-07-13T03:03:37.255329Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E017	OPEN-R1-017	1	72026	CM	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-017_72026_CM_openSections.json	1814D0B9FD81FA7E72E4A4DE2E1EFE7702CC418DF30D18138D050087CF5A1608	2026-07-13T03:03:42.165886Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E018	OPEN-R1-018	1	72026	ONLINE_NB	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-018_72026_ONLINE_NB_openSections.json	366CBAE112B2918EC2AAE35C7E2C7EBB8FFCA0A2055A9582BDE844110B5A9201	2026-07-13T03:03:47.223616Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E019	OPEN-R1-019	1	72026	ONLINE_NK	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-019_72026_ONLINE_NK_openSections.json	366CBAE112B2918EC2AAE35C7E2C7EBB8FFCA0A2055A9582BDE844110B5A9201	2026-07-13T03:03:52.292894Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E020	OPEN-R1-020	1	72026	ONLINE_CM	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-020_72026_ONLINE_CM_openSections.json	366CBAE112B2918EC2AAE35C7E2C7EBB8FFCA0A2055A9582BDE844110B5A9201	2026-07-13T03:03:57.216289Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E021	OPEN-R1-021	1	92026	D	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R1-021_92026_D_openSections.json	4C1673CF5A06EE2DAB7ACA3160BBEAF247B0810B277C0116ACA6CA56F7FC715A	2026-07-13T03:04:02.169674Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E022	OPEN-R2-001	2	92026	NB	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-001_92026_NB_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:20:04.056440Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E023	OPEN-R2-002	2	92026	NK	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-002_92026_NK_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:20:08.957624Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E024	OPEN-R2-003	2	92026	CM	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-003_92026_CM_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:20:13.921246Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E025	OPEN-R2-004	2	92026	ONLINE_NB	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-004_92026_ONLINE_NB_openSections.json	E2BE3F98188517C57F9F214FE176C7C1FD61D17F474BC3D839FA022B65D89F36	2026-07-13T04:20:18.681215Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E026	OPEN-R2-005	2	92026	ONLINE_NK	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-005_92026_ONLINE_NK_openSections.json	E2BE3F98188517C57F9F214FE176C7C1FD61D17F474BC3D839FA022B65D89F36	2026-07-13T04:20:23.576782Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E027	OPEN-R2-006	2	92026	ONLINE_CM	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-006_92026_ONLINE_CM_openSections.json	E2BE3F98188517C57F9F214FE176C7C1FD61D17F474BC3D839FA022B65D89F36	2026-07-13T04:20:29.840899Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E028	OPEN-R2-007	2	92026	B	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-007_92026_B_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:20:35.175565Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E029	OPEN-R2-008	2	92026	CC	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-008_92026_CC_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:20:40.004074Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E030	OPEN-R2-009	2	92026	H	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-009_92026_H_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:20:45.068982Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E031	OPEN-R2-010	2	92026	CU	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-010_92026_CU_openSections.json	4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945	2026-07-13T04:20:49.817169Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E032	OPEN-R2-011	2	92026	MC	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-011_92026_MC_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:20:55.024178Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E033	OPEN-R2-012	2	92026	L	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-012_92026_L_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:21:00.206627Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E034	OPEN-R2-013	2	92026	AC	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-013_92026_AC_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:21:05.120714Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E035	OPEN-R2-014	2	92026	J	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-014_92026_J_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:21:10.229064Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E036	OPEN-R2-015	2	72026	NB	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-015_72026_NB_openSections.json	1814D0B9FD81FA7E72E4A4DE2E1EFE7702CC418DF30D18138D050087CF5A1608	2026-07-13T04:21:14.859307Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E037	OPEN-R2-016	2	72026	NK	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-016_72026_NK_openSections.json	1814D0B9FD81FA7E72E4A4DE2E1EFE7702CC418DF30D18138D050087CF5A1608	2026-07-13T04:21:19.755328Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E038	OPEN-R2-017	2	72026	CM	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-017_72026_CM_openSections.json	1814D0B9FD81FA7E72E4A4DE2E1EFE7702CC418DF30D18138D050087CF5A1608	2026-07-13T04:21:24.888946Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E039	OPEN-R2-018	2	72026	ONLINE_NB	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-018_72026_ONLINE_NB_openSections.json	366CBAE112B2918EC2AAE35C7E2C7EBB8FFCA0A2055A9582BDE844110B5A9201	2026-07-13T04:21:29.780221Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E040	OPEN-R2-019	2	72026	ONLINE_NK	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-019_72026_ONLINE_NK_openSections.json	366CBAE112B2918EC2AAE35C7E2C7EBB8FFCA0A2055A9582BDE844110B5A9201	2026-07-13T04:21:34.727939Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E041	OPEN-R2-020	2	72026	ONLINE_CM	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-020_72026_ONLINE_CM_openSections.json	366CBAE112B2918EC2AAE35C7E2C7EBB8FFCA0A2055A9582BDE844110B5A9201	2026-07-13T04:21:39.773143Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
OPEN-E042	OPEN-R2-021	2	92026	D	data/staging/p3-rutgers-evidence-20260713/open/OPEN-R2-021_92026_D_openSections.json	8FAEEB048285E44702BCEF11834475E103CBB26457A337BD636FC858CBEACBE5	2026-07-13T04:21:45.011085Z	PAIRED_TWO_ROUND_OBSERVATION	OPEN_SHAPE|OFFICIAL_INTERSECTION|ORPHAN_AUDIT|TRANSITION|CACHE_HEADERS	low_volume_serial_evidence;not_an_upstream_SLA;not_sustained_capacity_proof
