path	git_status	baseline_kind	head_blob_oid	worktree_sha256	size_bytes	content_policy	ownership	required_action
.orchestrator/stage-p/04-public-cutover-and-local-cleanup.md	WORKTREE_D	TRACKED_DELETED	b5091ed67dbf3f2df2e027fafa967babc1f81b99	ABSENT	0	HEAD_BLOB_ONLY_NO_WORKTREE_READ	USER_EXISTING	PRESERVE
.orchestrator/stage-p/05-public-remote-surface-audit.md	WORKTREE_D	TRACKED_DELETED	45d04eb9599724b69ec50ed1dbd8a5be466f045d	ABSENT	0	HEAD_BLOB_ONLY_NO_WORKTREE_READ	USER_EXISTING	PRESERVE
.orchestrator/stage-p/06-public-branch-closeout.md	WORKTREE_D	TRACKED_DELETED	0e69efd97281feb99dee52bc8386c1d3c9aa65d3	ABSENT	0	HEAD_BLOB_ONLY_NO_WORKTREE_READ	USER_EXISTING	PRESERVE
.orchestrator/stage-p/07-public-tags-releases-closeout.md	WORKTREE_D	TRACKED_DELETED	ff98ca90ec59c36cfa7f9d70f91178a949ac42c4	ABSENT	0	HEAD_BLOB_ONLY_NO_WORKTREE_READ	USER_EXISTING	PRESERVE
AGENTS.md	WORKTREE_D	TRACKED_DELETED	243c8ac19c30640836ec14fb7885625bd6f3e838	ABSENT	0	HEAD_BLOB_ONLY_NO_WORKTREE_READ	USER_EXISTING	PRESERVE
chat-log-codex-2026-07-10-1ce70862.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	96555	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
chat-log-codex-2026-07-10-1ce70862-1.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	122523	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
chat-log-codex-2026-07-12-56fa8f10.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	116495	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
chat-log-codex-2026-07-13-86c5b28a.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	46129	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
CLAUDE.md	UNTRACKED	UNTRACKED_FILE		4B90CF264433AEF055AAED88DA80BD6F00D2B12EB3ED7B83728DB701CB721114	7204	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/chat-log-2026-05-12T06-12Z.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	90143	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/deliverable-a-windows-local-release-requirements.md	WORKTREE_M	TRACKED_MODIFIED	6ac5177a2d8954b41e3be6550249054348cc23aa	34ED0E88775E36C9A8FF161431A466E0EF899AB4B3319B054E8CDEECF05EAD82	57654	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/deployment-platform-decision.md	UNTRACKED	UNTRACKED_FILE		6C213450C970382EFE4CE731C460BCE51EF15FF8066E39208A48F26F5C90E1AC	12407	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/DIGEST.md	UNTRACKED	UNTRACKED_FILE		EF7F3C3E462E6BE676638A9347441BCE0D769968AC19062081F9B3A6F44FD60D	3784	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/dual-delivery-workflow.md	UNTRACKED	UNTRACKED_FILE		5935B36D4FA84FE07E57803A8D1A42A5E2C414828BEA3F8AB690B848425687A7	17605	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/p1-a-recovery/08-mainline-review.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	5955	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/p1-a-recovery/09-p1-reopen-legacy-capability-gap.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	5283	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/p1-a-recovery/10-legacy-capability-inventory.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	59614	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/p1-a-recovery/11-single-line-p1-validation.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	10950	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/p1-a-recovery/12-p1-p2-purpose-and-delegation-clarification.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	11472	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/p1-a-recovery/13-single-line-p1-revalidation.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	8587	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/p1-a-recovery/14-joint-p1-review.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	4502	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/public-web-target.md	UNTRACKED	UNTRACKED_FILE		770A6EE37C475E9FE78FA1CD99106AA57B8ACDCDB90F32634AA027611EB49D01	4958	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/registry.json	UNTRACKED	UNTRACKED_FILE		BDC179B8F11EE3472747C614F9B758F24FE6C75E4ACEDF8C8845459B20C3C3AC	500	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/sessions/2026-05-11-pm-init-setup.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	7158	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/sessions/2026-05-12-public-remote-closeout-savepoint.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	12893	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/sessions/README.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	2667	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
docs/shared-rust-architecture-decision.md	UNTRACKED	UNTRACKED_FILE		B31C2284FA6EBB698A3E05F7839C0309C69CF89F686F8C4DEF63438523346946	11226	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
docs/TIMELINE.md	UNTRACKED	UNTRACKED_FILE		E7BDE98C21231F793C97E21EB6A9C23977B3524ABB53EE62FAF539EAAD3F4525	16779	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p1/00-p1-charter.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	6885	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p1/01-preflight-baseline.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	2418	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p1/02-source-register.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	32450	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p1/03-legacy-capability-inventory.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	41562	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p1/04-current-decision-overlay.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	20067	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p1/05-conflict-and-supersession-ledger.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	23010	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p1/06-p1-product-memory-candidate.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	18206	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p1/07-p1-validation-and-stop-gate.md	UNTRACKED	UNTRACKED_OPAQUE		NOT_COMPUTED	15041	OPAQUE_PROTECTED_NO_READ	USER_EXISTING	PRESERVE
project-governance/current/p2/00-p2-charter-and-preflight.md	UNTRACKED	UNTRACKED_FILE		8938AB25E66E154BDB97F61E734F2591963117E27334BAFFE632283DF666E4F4	6773	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/01b-adjacent-surface-inventory.md	UNTRACKED	UNTRACKED_FILE		F7EBC4062E9DAD7F0FBA23BD81958C7118016E36D79A00A602BE91C196ED7664	6164	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/01-file-universe.tsv	UNTRACKED	UNTRACKED_FILE		D8EEEA83EE427FEC534CD8B47D937F5CFE9B7FB3EB065FB7F4C1CCF57107B272	43504	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/02-file-semantic-matrix.md	UNTRACKED	UNTRACKED_FILE		AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	35182	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/03-capability-all-matrix.md	UNTRACKED	UNTRACKED_FILE		582879CB82CFDB1BBCA353E12F12AAFEC0B99ABCC8C5CE0B3E109C3CE378B00E	16127	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/04-only-closure-matrix.md	UNTRACKED	UNTRACKED_FILE		5220D912228BCB636F179A8C3FE4E3B1A32E1603CED90ED10FF30C7917C34DDD	14743	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/05-reuse-and-port-matrix.md	UNTRACKED	UNTRACKED_FILE		2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	21550	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/06-filter-section-watch-contract.md	UNTRACKED	UNTRACKED_FILE		506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	49254	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/07-p2-validation-and-review-gate.md	UNTRACKED	UNTRACKED_FILE		A90B08C7D65A1DEC7A63E417888F8705B30EA6A12AD976BC0CEA9F8C25AB7CB4	15556	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/tools/generate-file-universe.ps1	UNTRACKED	UNTRACKED_FILE		2357A62F8E733A9A114FBB7CEC966144AE9680F55DE3662B11674FCEA2EE8C03	18190	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p2/tools/validate-p2.ps1	UNTRACKED	UNTRACKED_FILE		C7FC27A83F2620C8886EB00910C7382BE0B888D52E2DC1AC0BD13F92C061ACF2	10547	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/00-p3-charter-and-preflight.md	UNTRACKED	UNTRACKED_FILE		ADE1D7D392159382651CD64B9CF89CF29734108A410C622559D9F42E8FD8F85A	4427	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/01a-catalog-request-manifest.json	UNTRACKED	UNTRACKED_FILE		6F6A71F5F8E2D492882FD364DB1B8510A46E2895AA484F0EDA9A19E37D353D90	2665	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/01b-catalog-request-amendment-001.md	UNTRACKED	UNTRACKED_FILE		FFA151F16BD5FBC9FF2268F167F2B2356C1467166C9572A474ACA167804CF7CE	2036	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/01-catalog-request-manifest.md	UNTRACKED	UNTRACKED_FILE		CDA41787EBD9791E34215CDE8C5CC10FA20955D8F6B06646CFEE7FB0AFDE05BC	6378	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/01c-catalog-request-amendment-001.json	UNTRACKED	UNTRACKED_FILE		95E1D2C1EE875EBB45907E00C1B6AF21A4E1C21AE2EE7F1D1A698E2285479FA6	443	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/01d-catalog-request-amendment-002.md	UNTRACKED	UNTRACKED_FILE		564E7B4F98B6F5ADF49E29020B45DAE64A2CC4B7389F5AB89AF5C099E7DEFE93	1422	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/01e-catalog-request-amendment-002.json	UNTRACKED	UNTRACKED_FILE		8D38FCB6A76703E7E6C4433DB1A48E411A3997D593F0EFC5231AAE611F1FCCCC	874	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/02-catalog-request-ledger.tsv	UNTRACKED	UNTRACKED_FILE		0077A9080FB62FCAFEE0D138334A1B9B456C5638EF2954379CDD7EF2107AEF5E	10899	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/03-catalog-evidence-register.tsv	UNTRACKED	UNTRACKED_FILE		6563351E82A680970F316A7D9305C18A8F19DC0FDE2849C9D8B795210B8A5D80	8270	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/04a-catalog-profile.json	UNTRACKED	UNTRACKED_FILE		D196A98BE354EE2D86DB33634954004532F8B07079691BD1BAAB8784F1448AD3	1031573	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/04b-catalog-scope-summary.tsv	UNTRACKED	UNTRACKED_FILE		B08B41AA7B43D362D9C665C3BC67BDFBF07DCA138FFA09F5FF1624A17CA53624	2778	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/04-catalog-field-profile.md	UNTRACKED	UNTRACKED_FILE		305745891E98CE7CD3D335CDCB66CC3BA2D352FAAB07CF53EF09AC74C158827C	7893	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/04c-catalog-field-profile.tsv	UNTRACKED	UNTRACKED_FILE		6643BA31D767056A830BCBDE260B774F12B40C8463904FE26BAAF01E377BEA58	6863	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/05a-delivery-raw-values.tsv	UNTRACKED	UNTRACKED_FILE		803E0EF87EB91037213665C1E3DDD592A689F90B9BE1A0E8A9BBFFFEEA10682D	2133	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/05b-meeting-raw-values.tsv	UNTRACKED	UNTRACKED_FILE		C5AA0941EC5026665A697E8791D068080D5753AEF2E67F9816380C4C043B0738	1351	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/05c-section-course-type-meeting-cross-tab.tsv	UNTRACKED	UNTRACKED_FILE		59619F52B1506B244B445F0D604F48A97CE3C526DBF541F484E55642EC7C646A	2974	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/05-delivery-meeting-filter-oracle.md	UNTRACKED	UNTRACKED_FILE		FE3D1C9FEEE200D8CAD3531815FEE71AA0500E9BBF183A83442AD38296B92595	6649	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/05d-section-course-type-time-evidence.tsv	UNTRACKED	UNTRACKED_FILE		401C4171C880DB010122B6E8D97443E1E47A1FE88BAF38BB1FBB54FDAB6B090F	895	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/05e-section-modality-consistency.tsv	UNTRACKED	UNTRACKED_FILE		EE214CE543957AA357C99D4B891741602A8CC8E002A546DCF4A5528B6787EF54	571	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/06a-section-identity-summary.tsv	UNTRACKED	UNTRACKED_FILE		D4ED15CE9301D545E3A4E60091AB15EC22340B79BDCEBCB0475C1DC262D4A790	693	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/06b-filter-source-profile.tsv	UNTRACKED	UNTRACKED_FILE		7BCEB6641A9C335899ABF46AF09B82FE427DE5EC6D25FE903964FB65CDC8587A	2186	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/06-section-identity-ingest-query-evidence.md	UNTRACKED	UNTRACKED_FILE		419BA1A1A21CAF5CAE43260E54E0768805B90FF9E6FB2820E23C093FA680DB1A	10489	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/07-local-oneclick-implementation-plan.md	UNTRACKED	UNTRACKED_FILE		26B6805284E50639F91FD6523365FD8C0A9607353A0EF6B99D20B6E8910AA634	50673	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/08-p3-traceability-matrix.tsv	UNTRACKED	UNTRACKED_FILE		234D2C8091B126CC594D6EA406AB9214339FD62FDC0348CDF60D360F434971EE	207672	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/09-p3-validation-and-freeze-gate.md	UNTRACKED	UNTRACKED_FILE		7CCB3CB067781961A17E7910D150325CC34B9390CEFEAE18E4F25A4E48CD9851	5782	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/10a-open-request-manifest.json	UNTRACKED	UNTRACKED_FILE		707705756EEA4D269EDD1822F8529453B1E8C7838E23B1FC843789379B947703	22456	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/10b-open-request-stop-001.md	UNTRACKED	UNTRACKED_FILE		51E58F8B014F72840239D6CC2EF39C23C719731AAF95E5C43E601269F5A6997F	2388	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/10c-open-request-stop-001.json	UNTRACKED	UNTRACKED_FILE		141C76D6B20E4CFB31CD556B19AC3E14239BEDF5810B36E2C1F6A1B279316D4B	1436	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/10-open-request-manifest.md	UNTRACKED	UNTRACKED_FILE		8AC8FA114EA9FA9B65B9F565BB9BE2B327732C06106D42011E905DE4A5924F2F	2841	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/11-open-request-ledger.tsv	UNTRACKED	UNTRACKED_FILE		DC7A44570C727AA3561A2468A361AB27191807E87A781E41EF81EFF730B7977E	23120	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/12-open-evidence-register.tsv	UNTRACKED	UNTRACKED_FILE		6941261F92638FD9E108F0A169CBCA57103F51F1A4B8CD9D6B21A1DF5B718B9B	16584	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/13a-open-profile.json	UNTRACKED	UNTRACKED_FILE		C35F8CEA09D3D29BD5781E3721B882E0A6A58989E8D929782E0D8956ADB8522C	52909	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/13b-open-scope-join-summary.tsv	UNTRACKED	UNTRACKED_FILE		0D12286FDF2317F1822DCA7382204BB5C8E57B1B398F74D95E740366C2F916D9	9005	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/13c-open-body-clusters.tsv	UNTRACKED	UNTRACKED_FILE		31FBA85B6C46DD9012A22614DA8391D11B92D48993FA6ACEEFCD01B85DBF5AA8	1701	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/13d-open-transition-summary.tsv	UNTRACKED	UNTRACKED_FILE		6354CDC97A9CE6501110DD08A20A6E33F70BAA7A97EF62D1B7A445C6B70B3BB8	1494	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/13e-open-value-shape.tsv	UNTRACKED	UNTRACKED_FILE		3E4D9371E8DE8F074162D3459CBCA0643C028264D9C11BBFC7FF7CA1A27C908F	355	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/14-open-profile-join-and-error-evidence.md	UNTRACKED	UNTRACKED_FILE		3E91C6837C2AD712DD0BCE1F5BA5CE0C2F6A23D53A2E8422B699B21851515251	4400	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/15-poller-qps-latency-and-safety-model.md	UNTRACKED	UNTRACKED_FILE		FC59E9799220AC9898E099155886ABB0D2C63A4648A73BAE199AD99FB211924F	3619	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/16-shared-open-contract-review-options.md	UNTRACKED	UNTRACKED_FILE		E1173136D68AEFB2DB44288DDF075710F3A59ECEEC8A58FD8F6B227FCB711AD6	3118	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/17-p3-open-review-stop-gate.md	UNTRACKED	UNTRACKED_FILE		EB3E1078D5E9709477FECF9DD56A00FB83CB91809BACC0F7E3DFDB033A42AB61	2181	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/18a-open-review-decision-001.json	UNTRACKED	UNTRACKED_FILE		73975287BDD4409909EA4C030CA1B63A597CB50A67B074556059AB326CCCFB00	1412	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/18-open-review-decision-001.md	UNTRACKED	UNTRACKED_FILE		AA567736A08C59865808BC3C4A79E541FA18B58DB0A21F833CB5B177FE0DD18B	2990	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/19-open-cache-and-notification-latency-contract.md	UNTRACKED	UNTRACKED_FILE		17DAC064F3AD0AC426E7C72D75F8080F16EBE1E5E5647EC13FA358048E86E66E	4542	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/20-p3-open-decision-gate.md	UNTRACKED	UNTRACKED_FILE		731D0832B154B9886EFFCED3FD59E501288221EE86E11D3CF7492226279B60EE	1123	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/21a-open-round2-resumption-amendment-001.md	UNTRACKED	UNTRACKED_FILE		CC65DD342044CCB20E8ED158328E4E25E552190A08205FA55162CAD035011855	2975	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/21b-open-round2-resumption-amendment-001.json	UNTRACKED	UNTRACKED_FILE		4C3B9FA7FD1F7DE4DF35570A55D0479DE15B82F1D510CDBC7D34B9EA2F332E2B	2465	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/22a-open-round2-completion.md	UNTRACKED	UNTRACKED_FILE		20BC18B5B2ABAC82F97C559C02F0D6B7F5EE08792F710637E3790B62D85C9E6D	2162	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/22b-open-round2-completion.json	UNTRACKED	UNTRACKED_FILE		7014E38B6A142CD653CA387AD062D82176A7F372767ADADE2E7A47E123E88F94	2013	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
project-governance/current/p3/23a-shared-open-final-contract.md	UNTRACKED	UNTRACKED_FILE		73031DD718A346D659214D6BE4C571D505836098DE42879E8861349CBD73887E	15548	PHYSICAL_BYTES_SHA256	USER_EXISTING	PRESERVE
