ecosystem	name	version	metadata_url	license_expression	verification	lock_key
npm	@rolldown/binding-openharmony-arm64	1.1.5	https://registry.npmjs.org/%40rolldown%2Fbinding-openharmony-arm64/1.1.5	MIT	PASS	npm:node_modules/@rolldown/binding-openharmony-arm64
npm	@rolldown/binding-wasm32-wasi	1.1.5	https://registry.npmjs.org/%40rolldown%2Fbinding-wasm32-wasi/1.1.5	MIT	PASS	npm:node_modules/@rolldown/binding-wasm32-wasi
npm	@rolldown/binding-win32-arm64-msvc	1.1.5	https://registry.npmjs.org/%40rolldown%2Fbinding-win32-arm64-msvc/1.1.5	MIT	PASS	npm:node_modules/@rolldown/binding-win32-arm64-msvc
npm	@rolldown/binding-win32-x64-msvc	1.1.5	https://registry.npmjs.org/%40rolldown%2Fbinding-win32-x64-msvc/1.1.5	MIT	PASS	npm:node_modules/@rolldown/binding-win32-x64-msvc
npm	@rolldown/pluginutils	1.0.1	https://registry.npmjs.org/%40rolldown%2Fpluginutils/1.0.1	MIT	PASS	npm:node_modules/@rolldown/pluginutils
npm	@standard-schema/spec	1.1.0	https://registry.npmjs.org/%40standard-schema%2Fspec/1.1.0	MIT	PASS	npm:node_modules/@standard-schema/spec
npm	@testing-library/dom	10.4.1	https://registry.npmjs.org/%40testing-library%2Fdom/10.4.1	MIT	PASS	npm:node_modules/@testing-library/dom
npm	@testing-library/react	16.3.2	https://registry.npmjs.org/%40testing-library%2Freact/16.3.2	MIT	PASS	npm:node_modules/@testing-library/react
npm	@tybys/wasm-util	0.10.3	https://registry.npmjs.org/%40tybys%2Fwasm-util/0.10.3	MIT	PASS	npm:node_modules/@tybys/wasm-util
npm	@types/aria-query	5.0.4	https://registry.npmjs.org/%40types%2Faria-query/5.0.4	MIT	PASS	npm:node_modules/@types/aria-query
npm	@types/chai	5.2.3	https://registry.npmjs.org/%40types%2Fchai/5.2.3	MIT	PASS	npm:node_modules/@types/chai
npm	@types/deep-eql	4.0.2	https://registry.npmjs.org/%40types%2Fdeep-eql/4.0.2	MIT	PASS	npm:node_modules/@types/deep-eql
npm	@types/estree	1.0.9	https://registry.npmjs.org/%40types%2Festree/1.0.9	MIT	PASS	npm:node_modules/@types/estree
npm	@types/jsdom	28.0.3	https://registry.npmjs.org/%40types%2Fjsdom/28.0.3	MIT	PASS	npm:node_modules/@types/jsdom
npm	@types/node	26.1.1	https://registry.npmjs.org/%40types%2Fnode/26.1.1	MIT	PASS	npm:node_modules/@types/node
npm	@types/react	19.2.17	https://registry.npmjs.org/%40types%2Freact/19.2.17	MIT	PASS	npm:node_modules/@types/react
npm	@types/react-dom	19.2.3	https://registry.npmjs.org/%40types%2Freact-dom/19.2.3	MIT	PASS	npm:node_modules/@types/react-dom
npm	@types/tough-cookie	4.0.5	https://registry.npmjs.org/%40types%2Ftough-cookie/4.0.5	MIT	PASS	npm:node_modules/@types/tough-cookie
npm	@typescript/typescript-aix-ppc64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-aix-ppc64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-aix-ppc64
npm	@typescript/typescript-darwin-arm64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-darwin-arm64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-darwin-arm64
npm	@typescript/typescript-darwin-x64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-darwin-x64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-darwin-x64
npm	@typescript/typescript-freebsd-arm64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-freebsd-arm64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-freebsd-arm64
npm	@typescript/typescript-freebsd-x64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-freebsd-x64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-freebsd-x64
npm	@typescript/typescript-linux-arm	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-arm/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-arm
npm	@typescript/typescript-linux-arm64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-arm64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-arm64
npm	@typescript/typescript-linux-loong64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-loong64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-loong64
npm	@typescript/typescript-linux-mips64el	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-mips64el/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-mips64el
npm	@typescript/typescript-linux-ppc64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-ppc64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-ppc64
npm	@typescript/typescript-linux-riscv64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-riscv64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-riscv64
npm	@typescript/typescript-linux-s390x	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-s390x/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-s390x
npm	@typescript/typescript-linux-x64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-linux-x64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-linux-x64
npm	@typescript/typescript-netbsd-arm64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-netbsd-arm64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-netbsd-arm64
npm	@typescript/typescript-netbsd-x64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-netbsd-x64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-netbsd-x64
npm	@typescript/typescript-openbsd-arm64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-openbsd-arm64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-openbsd-arm64
npm	@typescript/typescript-openbsd-x64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-openbsd-x64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-openbsd-x64
npm	@typescript/typescript-sunos-x64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-sunos-x64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-sunos-x64
npm	@typescript/typescript-win32-arm64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-win32-arm64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-win32-arm64
npm	@typescript/typescript-win32-x64	7.0.2	https://registry.npmjs.org/%40typescript%2Ftypescript-win32-x64/7.0.2	Apache-2.0	PASS	npm:node_modules/@typescript/typescript-win32-x64
npm	@vitejs/plugin-react	6.0.3	https://registry.npmjs.org/%40vitejs%2Fplugin-react/6.0.3	MIT	PASS	npm:node_modules/@vitejs/plugin-react
npm	@vitest/expect	4.1.10	https://registry.npmjs.org/%40vitest%2Fexpect/4.1.10	MIT	PASS	npm:node_modules/@vitest/expect
npm	@vitest/mocker	4.1.10	https://registry.npmjs.org/%40vitest%2Fmocker/4.1.10	MIT	PASS	npm:node_modules/@vitest/mocker
npm	@vitest/pretty-format	4.1.10	https://registry.npmjs.org/%40vitest%2Fpretty-format/4.1.10	MIT	PASS	npm:node_modules/@vitest/pretty-format
npm	@vitest/runner	4.1.10	https://registry.npmjs.org/%40vitest%2Frunner/4.1.10	MIT	PASS	npm:node_modules/@vitest/runner
npm	@vitest/snapshot	4.1.10	https://registry.npmjs.org/%40vitest%2Fsnapshot/4.1.10	MIT	PASS	npm:node_modules/@vitest/snapshot
npm	@vitest/spy	4.1.10	https://registry.npmjs.org/%40vitest%2Fspy/4.1.10	MIT	PASS	npm:node_modules/@vitest/spy
npm	@vitest/utils	4.1.10	https://registry.npmjs.org/%40vitest%2Futils/4.1.10	MIT	PASS	npm:node_modules/@vitest/utils
npm	ansi-regex	5.0.1	https://registry.npmjs.org/ansi-regex/5.0.1	MIT	PASS	npm:node_modules/ansi-regex
npm	ansi-styles	5.2.0	https://registry.npmjs.org/ansi-styles/5.2.0	MIT	PASS	npm:node_modules/ansi-styles
npm	aria-query	5.3.0	https://registry.npmjs.org/aria-query/5.3.0	Apache-2.0	PASS	npm:node_modules/aria-query
npm	assertion-error	2.0.1	https://registry.npmjs.org/assertion-error/2.0.1	MIT	PASS	npm:node_modules/assertion-error
npm	axe-core	4.12.1	https://registry.npmjs.org/axe-core/4.12.1	MPL-2.0	PASS	npm:node_modules/axe-core
npm	better-course-schedule-planner-frontend	0.0.1	repository:frontend/package.json	ISC	PASS	npm:.
npm	bidi-js	1.0.3	https://registry.npmjs.org/bidi-js/1.0.3	MIT	PASS	npm:node_modules/bidi-js
npm	chai	6.2.2	https://registry.npmjs.org/chai/6.2.2	MIT	PASS	npm:node_modules/chai
npm	convert-source-map	2.0.0	https://registry.npmjs.org/convert-source-map/2.0.0	MIT	PASS	npm:node_modules/convert-source-map
npm	cookie	1.1.1	https://registry.npmjs.org/cookie/1.1.1	MIT	PASS	npm:node_modules/cookie
npm	css-tree	3.2.1	https://registry.npmjs.org/css-tree/3.2.1	MIT	PASS	npm:node_modules/css-tree
npm	csstype	3.2.3	https://registry.npmjs.org/csstype/3.2.3	MIT	PASS	npm:node_modules/csstype
npm	data-urls	7.0.0	https://registry.npmjs.org/data-urls/7.0.0	MIT	PASS	npm:node_modules/data-urls
npm	decimal.js	10.6.0	https://registry.npmjs.org/decimal.js/10.6.0	MIT	PASS	npm:node_modules/decimal.js
npm	dequal	2.0.3	https://registry.npmjs.org/dequal/2.0.3	MIT	PASS	npm:node_modules/dequal
npm	detect-libc	2.1.2	https://registry.npmjs.org/detect-libc/2.1.2	Apache-2.0	PASS	npm:node_modules/detect-libc
npm	dom-accessibility-api	0.5.16	https://registry.npmjs.org/dom-accessibility-api/0.5.16	MIT	PASS	npm:node_modules/dom-accessibility-api
npm	entities	8.0.0	https://registry.npmjs.org/entities/8.0.0	BSD-2-Clause	PASS	npm:node_modules/entities
npm	es-module-lexer	2.3.1	https://registry.npmjs.org/es-module-lexer/2.3.1	MIT	PASS	npm:node_modules/es-module-lexer
npm	estree-walker	3.0.3	https://registry.npmjs.org/estree-walker/3.0.3	MIT	PASS	npm:node_modules/estree-walker
npm	expect-type	1.4.0	https://registry.npmjs.org/expect-type/1.4.0	Apache-2.0	PASS	npm:node_modules/expect-type
npm	fdir	6.5.0	https://registry.npmjs.org/fdir/6.5.0	MIT	PASS	npm:node_modules/fdir
npm	fsevents	2.3.2	https://registry.npmjs.org/fsevents/2.3.2	MIT	PASS	npm:node_modules/fsevents
npm	fsevents	2.3.3	https://registry.npmjs.org/fsevents/2.3.3	MIT	PASS	npm:node_modules/vite/node_modules/fsevents
npm	html-encoding-sniffer	6.0.0	https://registry.npmjs.org/html-encoding-sniffer/6.0.0	MIT	PASS	npm:node_modules/html-encoding-sniffer
npm	html-parse-stringify	3.0.1	https://registry.npmjs.org/html-parse-stringify/3.0.1	MIT	PASS	npm:node_modules/html-parse-stringify
npm	i18next	26.3.6	https://registry.npmjs.org/i18next/26.3.6	MIT	PASS	npm:node_modules/i18next
npm	is-potential-custom-element-name	1.0.1	https://registry.npmjs.org/is-potential-custom-element-name/1.0.1	MIT	PASS	npm:node_modules/is-potential-custom-element-name
npm	js-tokens	4.0.0	https://registry.npmjs.org/js-tokens/4.0.0	MIT	PASS	npm:node_modules/js-tokens
npm	jsdom	29.1.1	https://registry.npmjs.org/jsdom/29.1.1	MIT	PASS	npm:node_modules/jsdom
npm	lightningcss	1.32.0	https://registry.npmjs.org/lightningcss/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss
npm	lightningcss-android-arm64	1.32.0	https://registry.npmjs.org/lightningcss-android-arm64/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-android-arm64
npm	lightningcss-darwin-arm64	1.32.0	https://registry.npmjs.org/lightningcss-darwin-arm64/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-darwin-arm64
npm	lightningcss-darwin-x64	1.32.0	https://registry.npmjs.org/lightningcss-darwin-x64/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-darwin-x64
npm	lightningcss-freebsd-x64	1.32.0	https://registry.npmjs.org/lightningcss-freebsd-x64/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-freebsd-x64
npm	lightningcss-linux-arm-gnueabihf	1.32.0	https://registry.npmjs.org/lightningcss-linux-arm-gnueabihf/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-linux-arm-gnueabihf
npm	lightningcss-linux-arm64-gnu	1.32.0	https://registry.npmjs.org/lightningcss-linux-arm64-gnu/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-linux-arm64-gnu
npm	lightningcss-linux-arm64-musl	1.32.0	https://registry.npmjs.org/lightningcss-linux-arm64-musl/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-linux-arm64-musl
npm	lightningcss-linux-x64-gnu	1.32.0	https://registry.npmjs.org/lightningcss-linux-x64-gnu/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-linux-x64-gnu
npm	lightningcss-linux-x64-musl	1.32.0	https://registry.npmjs.org/lightningcss-linux-x64-musl/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-linux-x64-musl
npm	lightningcss-win32-arm64-msvc	1.32.0	https://registry.npmjs.org/lightningcss-win32-arm64-msvc/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-win32-arm64-msvc
npm	lightningcss-win32-x64-msvc	1.32.0	https://registry.npmjs.org/lightningcss-win32-x64-msvc/1.32.0	MPL-2.0	PASS	npm:node_modules/lightningcss-win32-x64-msvc
npm	lru-cache	11.5.2	https://registry.npmjs.org/lru-cache/11.5.2	BlueOak-1.0.0	PASS	npm:node_modules/lru-cache
npm	lz-string	1.5.0	https://registry.npmjs.org/lz-string/1.5.0	MIT	PASS	npm:node_modules/lz-string
npm	magic-string	0.30.21	https://registry.npmjs.org/magic-string/0.30.21	MIT	PASS	npm:node_modules/magic-string
npm	mdn-data	2.27.1	https://registry.npmjs.org/mdn-data/2.27.1	CC0-1.0	PASS	npm:node_modules/mdn-data
npm	nanoid	3.3.16	https://registry.npmjs.org/nanoid/3.3.16	MIT	PASS	npm:node_modules/nanoid
npm	obug	2.1.3	https://registry.npmjs.org/obug/2.1.3	MIT	PASS	npm:node_modules/obug
npm	parse5	8.0.1	https://registry.npmjs.org/parse5/8.0.1	MIT	PASS	npm:node_modules/parse5
npm	pathe	2.0.3	https://registry.npmjs.org/pathe/2.0.3	MIT	PASS	npm:node_modules/pathe
npm	picocolors	1.1.1	https://registry.npmjs.org/picocolors/1.1.1	ISC	PASS	npm:node_modules/picocolors
npm	picomatch	4.0.5	https://registry.npmjs.org/picomatch/4.0.5	MIT	PASS	npm:node_modules/picomatch
npm	playwright	1.61.1	https://registry.npmjs.org/playwright/1.61.1	Apache-2.0	PASS	npm:node_modules/playwright
npm	playwright-core	1.61.1	https://registry.npmjs.org/playwright-core/1.61.1	Apache-2.0	PASS	npm:node_modules/playwright-core
npm	postcss	8.5.19	https://registry.npmjs.org/postcss/8.5.19	MIT	PASS	npm:node_modules/postcss
npm	pretty-format	27.5.1	https://registry.npmjs.org/pretty-format/27.5.1	MIT	PASS	npm:node_modules/pretty-format
npm	punycode	2.3.1	https://registry.npmjs.org/punycode/2.3.1	MIT	PASS	npm:node_modules/punycode
npm	react	19.2.7	https://registry.npmjs.org/react/19.2.7	MIT	PASS	npm:node_modules/react
npm	react-dom	19.2.7	https://registry.npmjs.org/react-dom/19.2.7	MIT	PASS	npm:node_modules/react-dom
npm	react-i18next	17.0.9	https://registry.npmjs.org/react-i18next/17.0.9	MIT	PASS	npm:node_modules/react-i18next
npm	react-is	17.0.2	https://registry.npmjs.org/react-is/17.0.2	MIT	PASS	npm:node_modules/react-is
npm	react-router	7.18.1	https://registry.npmjs.org/react-router/7.18.1	MIT	PASS	npm:node_modules/react-router
npm	react-router-dom	7.18.1	https://registry.npmjs.org/react-router-dom/7.18.1	MIT	PASS	npm:node_modules/react-router-dom
npm	require-from-string	2.0.2	https://registry.npmjs.org/require-from-string/2.0.2	MIT	PASS	npm:node_modules/require-from-string
npm	rolldown	1.1.5	https://registry.npmjs.org/rolldown/1.1.5	MIT	PASS	npm:node_modules/rolldown
npm	saxes	6.0.0	https://registry.npmjs.org/saxes/6.0.0	ISC	PASS	npm:node_modules/saxes
npm	scheduler	0.27.0	https://registry.npmjs.org/scheduler/0.27.0	MIT	PASS	npm:node_modules/scheduler
npm	set-cookie-parser	2.7.2	https://registry.npmjs.org/set-cookie-parser/2.7.2	MIT	PASS	npm:node_modules/set-cookie-parser
npm	siginfo	2.0.0	https://registry.npmjs.org/siginfo/2.0.0	ISC	PASS	npm:node_modules/siginfo
npm	source-map-js	1.2.1	https://registry.npmjs.org/source-map-js/1.2.1	BSD-3-Clause	PASS	npm:node_modules/source-map-js
npm	stackback	0.0.2	https://registry.npmjs.org/stackback/0.0.2	MIT	PASS	npm:node_modules/stackback
npm	std-env	4.2.0	https://registry.npmjs.org/std-env/4.2.0	MIT	PASS	npm:node_modules/std-env
npm	symbol-tree	3.2.4	https://registry.npmjs.org/symbol-tree/3.2.4	MIT	PASS	npm:node_modules/symbol-tree
npm	tinybench	2.9.0	https://registry.npmjs.org/tinybench/2.9.0	MIT	PASS	npm:node_modules/tinybench
npm	tinyexec	1.2.4	https://registry.npmjs.org/tinyexec/1.2.4	MIT	PASS	npm:node_modules/tinyexec
npm	tinyglobby	0.2.17	https://registry.npmjs.org/tinyglobby/0.2.17	MIT	PASS	npm:node_modules/tinyglobby
npm	tinyrainbow	3.1.0	https://registry.npmjs.org/tinyrainbow/3.1.0	MIT	PASS	npm:node_modules/tinyrainbow
npm	tldts	7.4.8	https://registry.npmjs.org/tldts/7.4.8	MIT	PASS	npm:node_modules/tldts
npm	tldts-core	7.4.8	https://registry.npmjs.org/tldts-core/7.4.8	MIT	PASS	npm:node_modules/tldts-core
npm	tough-cookie	6.0.2	https://registry.npmjs.org/tough-cookie/6.0.2	BSD-3-Clause	PASS	npm:node_modules/tough-cookie
npm	tr46	6.0.0	https://registry.npmjs.org/tr46/6.0.0	MIT	PASS	npm:node_modules/tr46
npm	tslib	2.8.1	https://registry.npmjs.org/tslib/2.8.1	0BSD	PASS	npm:node_modules/tslib
npm	typescript	7.0.2	https://registry.npmjs.org/typescript/7.0.2	Apache-2.0	PASS	npm:node_modules/typescript
npm	undici	7.28.0	https://registry.npmjs.org/undici/7.28.0	MIT	PASS	npm:node_modules/undici
npm	undici-types	7.28.0	https://registry.npmjs.org/undici-types/7.28.0	MIT	PASS	npm:node_modules/undici-types
npm	undici-types	8.3.0	https://registry.npmjs.org/undici-types/8.3.0	MIT	PASS	npm:node_modules/@types/node/node_modules/undici-types
npm	use-sync-external-store	1.6.0	https://registry.npmjs.org/use-sync-external-store/1.6.0	MIT	PASS	npm:node_modules/use-sync-external-store
npm	vite	8.1.4	https://registry.npmjs.org/vite/8.1.4	MIT	PASS	npm:node_modules/vite
npm	vitest	4.1.10	https://registry.npmjs.org/vitest/4.1.10	MIT	PASS	npm:node_modules/vitest
npm	void-elements	3.1.0	https://registry.npmjs.org/void-elements/3.1.0	MIT	PASS	npm:node_modules/void-elements
npm	w3c-xmlserializer	5.0.0	https://registry.npmjs.org/w3c-xmlserializer/5.0.0	MIT	PASS	npm:node_modules/w3c-xmlserializer
npm	webidl-conversions	8.0.1	https://registry.npmjs.org/webidl-conversions/8.0.1	BSD-2-Clause	PASS	npm:node_modules/webidl-conversions
npm	whatwg-mimetype	5.0.0	https://registry.npmjs.org/whatwg-mimetype/5.0.0	MIT	PASS	npm:node_modules/whatwg-mimetype
npm	whatwg-url	16.0.1	https://registry.npmjs.org/whatwg-url/16.0.1	MIT	PASS	npm:node_modules/whatwg-url
npm	why-is-node-running	2.3.0	https://registry.npmjs.org/why-is-node-running/2.3.0	MIT	PASS	npm:node_modules/why-is-node-running
npm	xml-name-validator	5.0.0	https://registry.npmjs.org/xml-name-validator/5.0.0	Apache-2.0	PASS	npm:node_modules/xml-name-validator
npm	xmlchars	2.2.0	https://registry.npmjs.org/xmlchars/2.2.0	MIT	PASS	npm:node_modules/xmlchars
rust	adler2	2.0.1	https://crates.io/api/v1/crates/adler2/2.0.1	0BSD OR MIT OR Apache-2.0	PASS	cargo:adler2@2.0.1:crates.io
rust	aho-corasick	1.1.4	https://crates.io/api/v1/crates/aho-corasick/1.1.4	Unlicense OR MIT	PASS	cargo:aho-corasick@1.1.4:crates.io
rust	async-compression	0.4.42	https://crates.io/api/v1/crates/async-compression/0.4.42	MIT OR Apache-2.0	PASS	cargo:async-compression@0.4.42:crates.io
rust	atomic-waker	1.1.2	https://crates.io/api/v1/crates/atomic-waker/1.1.2	Apache-2.0 OR MIT	PASS	cargo:atomic-waker@1.1.2:crates.io
rust	autocfg	1.5.1	https://crates.io/api/v1/crates/autocfg/1.5.1	Apache-2.0 OR MIT	PASS	cargo:autocfg@1.5.1:crates.io
rust	aws-lc-rs	1.17.1	https://crates.io/api/v1/crates/aws-lc-rs/1.17.1	ISC AND (Apache-2.0 OR ISC)	PASS	cargo:aws-lc-rs@1.17.1:crates.io
rust	aws-lc-sys	0.42.0	https://crates.io/api/v1/crates/aws-lc-sys/0.42.0	ISC AND (Apache-2.0 OR ISC) AND Apache-2.0 AND MIT AND BSD-3-Clause AND (Apache-2.0 OR ISC OR MIT) AND (Apache-2.0 OR ISC OR MIT-0)	PASS	cargo:aws-lc-sys@0.42.0:crates.io
